cluster_id,name_canonical,articles,orcid,institutions,countries,name_variants,first_year,last_year
923,Clara Elisa Pozo Hernández,4,0000-0002-6204-8187,,,Clara Elisa Pozo Hernández,2023,2025
485,Carlos Javier Lizcano Chapeta,4,,,,Carlos Javier Lizcano Chapeta,2024,2025
403,Jorge Andrés Rodas Buenaño,4,,,,Jorge Andrés Rodas Buenaño,2024,2025
996,Alex Ramón Valencia Herrera,4,,,,Alex Ramon Valencia Herrera ;; Alex Ramón Valencia Herrera,2023,2025
859,Rosa Evelyn Chugá Quemac,4,0000-0003-2178-0563,,,Rosa Evelyn Chugá Quemac,2023,2025
847,José Ignacio Cruz Arboleda,4,,,,José Ignacio Cruz Arboleda,2023,2025
829,Jorge Alfredo Eras Díaz,4,0000-0001-8128-5308,,,Jorge Alfredo Eras Díaz,2023,2024
642,Matías Josué Chicaiza Flores,4,,,,Matías Josué Chicaiza Flores,2024,2025
818,Diego Patricio Gordillo Cevallos,4,,,,"Diego Patricio  Gordillo Cevallos ;; Diego Patricio Gordillo Cevallos ;; Gordillo Cevallos, Diego Patricio",2023,2025
910,Germán Fabricio Acurio Hidalgo,4,0000-0001-5982-1151,,,"Acurio Hidalgo, Germán Fabricio ;; Germán Fabricio Acurio Hidalgo",2023,2024
911,José Luís Maldonado Cando,4,,,,"José Luis Maldonado Cando ;; José Luís Maldonado Cando ;; Maldonado Cando, José Luis",2023,2024
912,Esteven Antonio Poso Vélez,4,,,,"Esteven Antonio Poso Vélez ;; Poso Vélez, Esteven Antonio",2023,2024
1204,Yusleidy Marlie Gordo Gómez,4,0000-0002-0621-841X,,,"Gordo Gómez, Yusleidy Marlie ;; Yusleidy Marlie Gordo Gómez",2020,2025
1315,Neilys González Benítez,4,,,,"González Benítez, Neilys ;; Neilys González Benítez",2018,2019
1322,Mesías Elías Machado Maliza,4,,,,"Machado Maliza, Mesías Elias ;; Mesías Elías Machado Maliza",2018,2025
792,Carlos Alejandro Troya Altamirano,4,,,,"Carlos Alejandro Troya Altamirano ;; Troya Altamirano, Carlos Alejandro",2023,2025
749,Ariel José Romero Fernández,4,,,,Ariel José Romero Fernandez ;; Ariel José Romero Fernández,2023,2025
753,Diego Armando Freire Muñoz,4,,,,Diego Armando Freire Muñoz,2023,2025
951,Fidel Robinson Jay,4,0000-0002-4691-4954,Universidad de Guantánamo,CU,"Fidel Robinson Jay ;; Robinson Jay, Fidel",2023,2025
724,Sara Ximena Guerrón Enríquez,4,,,,Sara Ximena  Guerrón Enríquez ;; Sara Ximena Guerrón Enríquez,2023,2024
729,Gabriela Lizeth Carrera Guanga,4,,,,Gabriela Lizeth Carrera Guanga,2023,2025
651,Jaine Labrada Ching,4,,,,Jaine Labrada Ching,2024,2025
886,"Pino Andrade, Edmundo Enrique",4,,Universidad Regional Autónoma de Los Andes,EC,"Edmundo Enrique Pino Andrade ;; Edmundo Enrique, Pino Andrade ;; Pino Andrade, Edmundo Enrique",2023,2025
888,Sheila Belén Esparza Pijal,4,,,,Sheila Belén Esparza Pijal,2023,2025
633,Diego Fernando Montalván Arévalo,4,,,,Diego Fernando Montalván Arévalo,2024,2024
615,Yolanda Guissell Calva Vega,4,,,,Yolanda Guissell Calva Vega,2024,2025
598,Milena Elizabeth Álvarez Tapia,4,,,,Milena Elizabeth Álvarez Tapia,2024,2025
1112,Luis Fernando Pérez Solís,3,,,,Luis Fernando Pérez Solís,2022,2024
1287,Zoila Mirella Mariscal Rosado,3,,Universidad Regional Autónoma de Los Andes,EC,"Mariscal Rosado, Zoila Mirella ;; Zoila Mirella Mariscal Rosado",2023,2025
869,Gloria Rebeca Medina Naranjo,3,,,,Gloria Rebeca Medina Naranjo,2023,2024
1055,Christian David Zapata-Hidalgo,3,0000-0002-8463-3467,,,Christian David Zapata Hidalgo ;; Christian David Zapata-Hidalgo,2022,2025
1294,"Aguilar, Wilber Ortiz",3,0000-0002-7323-6589,University of Havana,CU,"Aguilar, Wilber Ortiz ;; Wilber Ortiz Aguilar",2019,2021
913,Génesis Ariana Loayza Zambrano,3,,,,"Génesis Ariana Loayza Zambrano ;; Loayza Zambrano, Genesis Ariana",2023,2024
499,Diego Paúl Palma Rivera,3,,,,Diego Paul Palma Rivera ;; Diego Paúl Palma Rivera,2024,2025
1028,Liliana Katherine Sailema López,3,0000-0003-1709-4261,,,Liliana Katherine Sailema López,2022,2024
1029,Génesis Alexandra Zúñiga Cárdenas,3,0000-0003-2010-0044,,,Génesis Alexandra  Zúñiga Cárdenas ;; Génesis Alexandra Zúñiga Cárdenas,2022,2024
871,Mónica Alexandra Salame Ortiz,3,0000-0002-0125-6994,,,Mónica Alexandra Salame Ortiz ;; Mónica Alexandra Salame Ortíz,2023,2025
826,Roberto Alexander Benavides Morillo,3,,,,Roberto Alexander Benavides Morillo,2023,2024
81,María Elena Infante Miranda,3,,,,María Elena Infante Miranda,2025,2025
1245,Rosa Leonor Maldonado Manzano,3,0000-0002-0083-3227,,,Rosa Leonor Maldonado Manzano,2020,2023
921,María José Calderón Velásquez,3,0000-0002-9382-7845,,,"Calderón Velásquez, María José ;; María José Calderón Velásquez",2023,2024
751,Marcos Aníbal Lalama Flores,3,,,,Marcos Aníbal Lalama Flores,2023,2025
1097,Francisco Xavier Poveda Paredes,3,0000-0002-2009-3502,Universidad Regional Autónoma de Los Andes,EC,Francisco Xavier Poveda Paredes,2022,2023
156,"Parrales-Bravo, Franklin",3,,Universidad Bolivariana del Ecuador,EC,"Franklin Parrales-Bravo ;; Parrales-Bravo, Franklin",2025,2025
748,Adriano Israel Tello Velasteguí,3,,,,Adriano Israel Tello Velasteguí,2023,2024
1229,"Alvarado, Yelena Abreu",3,,,,"Alvarado, Yelena Abreu ;; Yelena Abreu Alvarado",2020,2020
1230,"Alonso, Liliana Alvarez",3,,,,"Alonso, Liliana Alvarez ;; Liliana Álvarez Alonso",2020,2020
1326,Hayk Paronyan,3,,,,"Hayk Paronyan ;; Paronyan, Hayk",2018,2024
1106,Vanessa Josefa Hernández Alvarado,3,,,,Vanessa Josefa Hernández Alvarado,2022,2025
1173,"Noel, Batista Hernández",3,0000-0002-2975-2113,Universidad Bolivariana del Ecuador,EC,"Hernández, Noel Batista ;; Noel Batista Hernández ;; Noel, Batista Hernández",2021,2025
1081,Samantha de los Ángeles Vásquez Barberán,3,0000-0001-6427-4228,,,"Samantha de los Ángeles Vásquez Barberán ;; Samantha de los Ángeles Vásquez-Barberán ;; Samantha de los Ángeles, Vásquez Barberán",2022,2025
730,Carlos Luis Villalba León,3,,,,Carlos Luis Villalba León,2023,2025
1085,Jeanneth Elizabeth Jami Carrera,3,0000-0003-2217-9593,Universidad Regional Autónoma de Los Andes,EC,Jami Carrera Jeanneth Elizabeth ;; Jeanneth Elizabeth Jami Carrera,2022,2022
902,Eugenio Javier Escobar Gonzáles,3,,,,Eugenio Javier Escobar Gonzáles,2023,2023
1068,Luis Darío Pérez Villalba,3,,,,Luis Darío Pérez Villalba,2022,2024
903,Miguel Ángel Guambo Llerena,3,0000-0002-5085-1757,,,Miguel Ángel Guambo Llerena,2023,2023
766,Jairo Alexander Zúñiga Orozco,3,,,,"Jairo Alexander Zúñiga Orozco ;; Zúñiga Orozco, Jairo Alexander",2023,2024
945,Danay Ramos Duharte,3,0000-0002-8053-1199,,,Danay Ramos Duharte,2023,2023
981,Paola Andrea Mena Silva,3,0000-0001-9242-0296,,,"Mena Silva, Paola Andrea ;; Paola Andrea Mena Silva",2023,2023
734,Paulina Elizabeth Salas Medina,3,,,,Paulina Elizabeth Salas Medina,2023,2025
268,Ely Stefanie Parra Tauriz,3,,Bolivarian University of Venezuela|Universidad Bolivariana del Ecuador,EC|VE,"Ely Stefanie Parra Tauriz ;; Parra Tauriz, Ely Stefanie",2025,2025
664,Carlos Ramiro Hurtado Lomas,3,,,,Carlos Ramiro Hurtado Lomas,2024,2025
649,Diana Carolina Freire Villena,3,,,,Diana Carolina Freire Villena,2024,2024
282,Alfonso A. Guijarro-Rodríguez,3,,University of Guayaquil,EC,"Alfonso A. Guijarro-Rodríguez ;; Guijarro-Rodríguez, Alfonso A.",2025,2025
630,Diana Elizabeth Correa Manzano,3,,,,Diana Elizabeth Correa Manzano,2024,2024
820,"Lozada Torres, Edwin Fabricio",3,,,,"Edwin Fabricio Lozada Torres ;; Lozada Torres, Edwin Fabricio",2023,2024
637,Poled Madeline Chenas Malte,3,,,,Poled Madeline Chenas Malte,2024,2024
846,Marco Patricio Villa Zura,3,,,,Marco Patricio Villa Zura,2023,2025
618,Paúl Orlando Piray Rodríguez,3,,,,Paúl Orlando Piray Rodríguez,2024,2025
315,Oscar David Salazar Correa,3,,,,Oscar David Salazar Correa,2025,2025
316,Washington Omar Guevara Pérez,3,,,,Washington Omar Guevara Pérez,2025,2025
568,Álvaro Mauricio Paredes Vayas,3,,,,Álvaro Mauricio Paredes Vayas,2024,2025
569,Stefania Raimondi Romero,3,,,,Stefania Raimondi Romero,2024,2025
780,Diego Fernando Coka Flores,3,,,,"Coka Flores, Diego Fernando ;; Diego Fernando Coka Flores ;; Diego Fernando, Coka Flores",2023,2025
557,Zully Rivel Nazate Chuga,3,,,,Zully Rivel Nazate Chuga ;; Zuly Rivel Nazate Chuga,2023,2025
560,Melba Esperanza Narváez Jaramillo,3,,,,Melba Esperanza Narváez Jaramillo,2024,2024
561,Olga Mireya Alonzo Pico,3,,,,Olga Mireya Alonzo Pico,2024,2024
781,Estalin Rene Portilla Paguay,3,,,,"Estalin Rene Portilla Paguay ;; Portilla Paguay, Rene Estalin ;; Rene Estalin Portilla Paguay",2023,2025
504,Julio Cesar Benavides Salazar,3,,,,Julio Cesar Benavides Salazar,2024,2024
483,Fredy Pablo Cañizares Galarza,3,,,,Fredy Pablo Cañizares Galarza,2024,2025
477,Roberth Alexander Anama Tiracá,3,,,,Roberth Alexander Anama Tiracá,2024,2025
479,Josué Ramón Limaico Mina,3,,,,Josué Ramón Limaico Mina,2024,2025
873,Ruth Alexandra Ramos Villacís,3,,Universidad Regional Autónoma de Los Andes,EC,"Ramos Villacís, Ruth Alexandra ;; Ruth Alexandra Ramos Villacís",2023,2025
398,Nancy Yolanda Urbina Romo,3,,,,Nancy Yolanda Urbina Romo,2024,2024
402,Esteban Fernando López Espinel,3,,,,Esteban Fernando López Espinel,2024,2025
372,Roberto Javier Aguilar Berrezueta,3,,,,Roberto Javier Aguilar  Berrezueta ;; Roberto Javier Aguilar Berrezueta,2024,2025
1346,Maikel Leyva V�zquez,3,,,,Maikel Leyva V�zquez,2018,2021
1118,Guadalupe Eduvige Cuello Freire,2,0000-0003-2251-2528,,,Guadalupe Eduvige Cuello Freire,2022,2022
1093,Rolando Manuel Benites,2,0000-0003-4961-5324,Universidad Regional Autónoma de Los Andes,EC,Rolando Manuel Benites,2022,2025
80,Karina Nataly Laguna Delgado,2,,,,Karina Nataly Laguna Delgado,2025,2025
53,"Varela Lozano, Victor",2,,"""Hadji Dimitar"" Hospital|Universidad Bolivariana del Ecuador",BG|EC,"Varela Lozano, Victor ;; Varela Lozano, Víctor",2025,2025
1094,Grimaneza Miguelina Fonseca Díaz,2,0000-0002-1418-5822,Universidad Indoamérica,EC,Grimaneza Miguelina Fonseca Díaz,2022,2025
1098,Carlos Gustavo López Barrionuevo,2,0000-0003-1102-4350,Universidad Regional Autónoma de Los Andes,EC,Carlos Gustavo López Barrionuevo,2022,2023
1101,Elsy Labrada González,2,0000-0002-6828-8675,,,Elsy Labrada González,2022,2024
1083,Camila Dayaneth Mier Báez,2,,,,Camila Dayaneth Mier Báez,2022,2025
1061,Geoconda Del Roció García Sánchez,2,,,,Geoconda Del Roció García Sánchez ;; Geoconda del Rocío García Sánchez,2022,2024
1072,Lourdes Elizabeth Menéndez Oña,2,,,,Lourdes Elizabeth Menéndez Oña,2022,2024
1046,Alex Javier Peñafiel Palacios,2,,,,Alex Javier Peñafiel Palacios,2022,2022
1050,María José Guzmán-Chango,2,0000-0001-9180-241X,,,María José Guzmán-Chango,2022,2022
1051,Josué Sebastián Chasi Benavides,2,,,,Josué Sebastián Chasi Benavides,2022,2022
1054,Marcelo Armijos Briones,2,0000-0002-5500-4768,,,Marcelo Armijos Briones,2022,2023
1056,Juan Francisco Ruiz Quiroz,2,,,,Juan Francisco Ruiz Quiroz,2022,2023
1030,Adisnay Rodríguez Plascencia,2,,,,Adisnay Rodríguez Plascencia,2022,2022
1034,Miryan Margarita Grijalva Palacios,2,,,,Miryan Margarita Grijalva Palacios ;; Myrian Margarita Grijalva Palacios,2022,2024
1035,Jordán David Burbano Ortega,2,,,,Jordán David Burbano Ortega,2022,2024
1037,Nelly Valeria Vinueza Ochoa,2,,,,Nelly Valeria Vinueza Ochoa,2022,2025
1014,Carlos Alberto Pérez Padilla,2,0000-0003-1898-0492,,,Carlos Alberto Pérez Padilla,2022,2024
1021,María Fernanda Cueva Moncayo,2,0000-0001-8440-5352,,,María Fernanda Cueva Moncayo,2022,2023
1024,Fanny del Rocío Lozada López,2,,,,Fanny del Rocío Lozada López,2022,2022
995,María de Lourdes Llerena Cepeda,2,0000-0002-3580-7467,,,María de Lourdes Llerena Cepeda ;; María de Lourdes Llerena cepeda,2023,2023
999,Mayra Alexandra López Villagrán,2,0000-0002-1665-4370,,,Mayra Alexandra López Villagrán,2023,2023
1005,"Jordán Fiallos, Diana Lorena",2,,Universidad Regional Autónoma de Los Andes,EC,"Diana Lorena Jordán Fiallos ;; Jordán Fiallos, Diana Lorena",2023,2025
1008,Patricio Alonso Jaramillo Guerrero,2,0000-0003-4612-7501,,,Patricio Alonso Jaramillo Guerrero,2023,2023
130,Tannia Cristina Poveda Morales,2,,,,Tannia Cristina Poveda Morales,2025,2025
984,Kevin Fabricio Aveiga Manosalvas,2,,,,Kevin Fabricio Aveiga Manosalvas,2023,2024
986,Andrea Estefanía Buenaño Duque,2,,,,Andrea Estefanía Buenaño Duque,2023,2024
987,Joshua Ismael Paredes Cisneros,2,0000-0001-8567-5207,,,Joshua Ismael Paredes Cisneros,2023,2024
964,"Bonilla Ledesma, Deysi Viviana",2,0000-0001-9233-1883,,,"Bonilla Ledesma, Deysi Viviana ;; Deysi Viviana Bonilla Ledesma",2023,2023
967,Amarilis Maribel Guallpa Paguay,2,,,,Amarilis Maribel Guallpa Paguay,2023,2024
947,Yamila Hayde Elia Oquendo,2,,,,Yamila Hayde Elia Oquendo,2023,2023
962,Jorge Hernan Almeida Blacio,2,0000-0002-6716-9113,,,Jorge Hernan Almeida Blacio ;; Jorge Hernán Almeida Blacio,2023,2025
931,"Ximena Catalina, Navarrete Abedrabbo",2,0000-0001-7836-8268,,,"Ximena Catalina Navarrete Abedrabbo ;; Ximena Catalina, Navarrete Abedrabbo",2023,2023
933,Yasnay Hodelín-Hodelín,2,,,,Yasnay Hodelín Hodelín ;; Yasnay Hodelín-Hodelín,2023,2023
934,Lic. Hilda Lidia Iznaga Brooks,2,0000-0003-2161-9913,,,Lic. Hilda Lidia Iznaga Brooks,2023,2023
935,Lee Yang Díaz-Chieng,2,0000-0001-5501-7502,,,Lee Yang Díaz-Chieng,2023,2023
946,Gregoria Iris Michel Brooks,2,,,,Gregoria Iris Michel Brooks,2023,2023
917,Yesenia Mishell Revelo Requena,2,,,,Yesenia Mishell Revelo Requena,2023,2025
919,Monica Priscila Pazmiño Imbaquingo,2,,,,Monica Priscila Pazmiño Imbaquingo ;; Mónica Priscila Pazmiño Imbaquingo,2023,2025
920,"Mosquera Endara, Mónica Del Roció",2,,,,"Mosquera Endara, Mónica Del Roció ;; Mónica del Rocío Mosquera Endara",2023,2023
922,Luis Ramiro Ayala Ayala,2,0009-0000-8750-599X,,,Luis Ramiro Ayala Ayala ;; Luís Ramiro Ayala Ayala,2023,2025
924,María Verónica Aveiga Hidalgo,2,0000-0001-5457-1907,,,María Verónica Aveiga Hidalgo,2023,2024
927,Dayana Aracely León Pallasco,2,0000-0002-9181-4055,,,Dayana Aracely León Pallasco,2023,2024
928,Jessica Anabel Paca Curay,2,0000-0001-5631-6838,,,Jessica Anabel Paca Curay ;; Jessica Anabel Paca-Curay,2023,2024
904,Valeria Estefanía Vicuña-Pozo,2,0000-0002-1883-8384,,,Valeria Estefanía Vicuña-Pozo,2023,2023
905,Miltón Oswaldo Escobar González,2,,,,Miltón Oswaldo Escobar González,2023,2023
884,"Muñoz Padilla, María Belén",2,0009-0002-2819-6239,,,"María Belén Muñoz-Padilla ;; Muñoz Padilla, María Belén",2023,2023
885,"Rojas Cárdenas, Juan Alberto",2,0000-0002-4474-4568,,,"Juan Alberto Rojas Cárdenas ;; Rojas Cárdenas, Juan Alberto",2023,2023
150,"Arguello-Arguello, Marco",2,,Universidad Bolivariana del Ecuador,EC,"Arguello-Arguello, Marco ;; Marco Arguello Arguello",2025,2025
162,"Pando Farez, Johanna Maribel",2,,Universidad Estatal de Bolívar,EC,"Johanna Maribel Pando Farez ;; Pando Farez, Johanna Maribel",2025,2025
896,"León Rodríguez, Iván Xavier",2,0000-0002-3725-988X,Universidad Regional Autónoma de Los Andes,EC,"Iván Xavier León-Rodríguez ;; León Rodríguez, Iván Xavier",2023,2025
176,Daniel Alejandro Herrera Aguilar,2,,,,Daniel Alejandro Herrera Aguilar,2025,2025
178,Mayeli Cristina Guerrero Montenegro,2,,,,Mayeli Cristina Guerrero Montenegro,2025,2025
148,"Vera Macias, Jonathan",2,,Bolivarian University of Venezuela,VE,"Jonathan Vera Macias ;; Vera Macias, Jonathan",2025,2025
149,Fernando Eduardo Alvarado Véliz,2,,"""Hadji Dimitar"" Hospital|Universidad Agraria del Ecuador|Universidad Estatal de Bolívar",BG|EC,Fernando Eduardo Alvarado Veliz ;; Fernando Eduardo Alvarado Véliz,2025,2026
870,"Jordán Naranjo, Genaro Vinicio",2,0000-0003-3027-3926,Universidad Regional Autónoma de Los Andes,EC,"Genaro Vinicio Jordán-Naranjo ;; Jordán Naranjo, Genaro Vinicio",2023,2025
758,"Ros Álvarez, Deinier",2,,,,"Deinier Ros Álvarez ;; Ros Álvarez, Deinier",2023,2024
827,Leonardo Toapanta Jiménez,2,0000-0002-2007-0132,,,Leonardo Toapanta Jiménez,2023,2024
762,"Jessica Johanna, Santander Moreno",2,,,,"Jessica Johanna, Santander Moreno ;; Santander Moreno, Jessica Johanna",2023,2023
767,Byron Alejandro Silva Pallo,2,,,,"Byron Alejandro Silva Pallo ;; Silva Pallo, Byron Alejandro",2023,2024
739,Edison Joselito Naranjo Luzuriaga,2,,,,Edison Joselito Naranjo Luzuriaga,2023,2025
740,Marcelo Alejandro Jiménez Villa,2,,,,Marcelo Alejandro Jiménez Villa,2023,2024
741,Diego Israel Chuncha Villa,2,,,,Diego Israel Chuncha Villa,2023,2023
742,Byron Javier Chulco Lema,2,,,,Byron Javier Chulco Lema,2023,2023
743,Pablo Ermely Espinoza Pico,2,,,,Pablo Ermely Espinoza Pico,2023,2025
825,Teresa de Jesús Molina Gutiérrez,2,0000-0002-5957-3482,,,Teresa de Jesús Molina Gutiérrez,2023,2024
190,Irvin Ricardo Tubón Usca,2,,,,Irvin Ricardo Tubón Usca,2025,2025
747,Aníbal Fernando Franco Pérez,2,,,,Aníbal Fernando Franco Pérez,2023,2024
203,Hipatia Carolina Valencia  Villalba,2,,,,Hipatia Carolina Valencia  Villalba ;; Hipatia Carolina Valencia Villalba,2025,2025
750,Gustavo Adolfo Alvarez Gómez,2,,,,Gustavo Adolfo Alvarez Gómez ;; Gustavo Adolfo Álvarez Gómez,2023,2025
752,Marcos Stefano Lalama Gavilánez,2,,,,Marcos Stefano Lalama Gavilánez,2023,2023
809,Walter Vinicio Culque Toapanta,2,,,,"Culque Toapanta, Walter Vinicio ;; Walter Vinicio Culque Toapanta",2023,2024
754,Bolívar Javier Llundo Michelena,2,,,,Bolívar Javier Llundo Michelena,2023,2024
808,Luz Marina Aguirre Paz,2,,,,"Aguirre Paz, Luz Marina ;; Luz Marina Aguirre Paz",2023,2023
232,Kevin Josué Maldonado Valle,2,,,,Kevin Josué Maldonado Valle,2025,2025
213,Álvaro Francisco Sánchez Cedeño,2,,,,Álvaro Francisco Sánchez Cedeño,2025,2025
728,Diego Mauricio Laverde Albarracín,2,,,,Diego Mauricio Laverde Albarracín ;; Laverde Albarracín Diego Mauricio,2023,2025
793,Jenny Olivia Caicedo Rodríguez,2,,,,"Caicedo Rodríguez, Jenny Olivia ;; Jenny Olivia Caicedo Rodríguez",2023,2025
1285,Auxiliadora Mendoza Ceballos,2,,Universidad Laica Eloy Alfaro de Manabí,EC,Auxiliadora Mendoza Ceballos,2019,2019
1289,"Labrada, Ricardo González",2,,"Hospital Oncológico Docente ""Conrado Benítez García""|University of Holguín",CU,"Labrada, Ricardo González ;; Ricardo González Labrada",2019,2019
736,Ángela Verónica Paredes Núñez,2,,,,Ángela Verónica Paredes Núñez,2023,2025
155,"Montaleza Quizhpe, Iván Patricio",2,,Universidad Estatal de Bolívar,EC,"Iván Patricio Montaleza Quizhpe ;; Montaleza Quizhpe, Iván Patricio",2025,2025
248,Diego Francisco Granja Zurita,2,,,,Diego Francisco Granja Zurita,2025,2025
249,Samantha Naomi Barreno Sailema,2,,,,Samantha Naomi Barreno Sailema,2025,2025
250,Niurka de los Ángeles Mejía Toscano,2,,,,Niurka de los Ángeles Mejía Toscano,2025,2025
251,Martha Elizabeth Guaigua Vizcaino,2,,,,Martha Elizabeth Guaigua Vizcaino ;; Martha Elizabeth Guaigua Vizcaíno,2025,2025
253,Norma Eulalia Barona López,2,,,,Norma Eulalia Barona López,2025,2025
228,Kevin Jeanpierre Suarez Monotoa,2,,,,Kevin Jeanpierre Suarez Monotoa,2025,2025
715,Javier Estuardo Sánchez Sánchez,2,,,,Javier Estuardo Sánchez Sánchez,2023,2025
718,Danna Mabel Castro Freire,2,,,,Danna Mabel Castro Freire,2023,2024
719,Johanna Leticia Ortiz González,2,,,,Johanna Leticia Ortiz González,2023,2023
720,Diego Andrés Carrillo Rosero,2,,,,Diego Andrés Carrillo Rosero,2023,2025
722,Erika Paola Gavilanes González,2,,,,Erika Paola Gavilanes González,2023,2024
265,"Palacios Zurita, Wladimir Alexander",2,,Escuela Superior Politécnica Agropecuaria de Manabí Manuel Félix López,EC,"Palacios Zurita, Wladimir Alexander ;; Wladimir Alexander Palacios Zurita",2025,2025
1292,Larissa Pineda López,2,,Centro de Innovación Aplicada en Tecnologías Competitivas|International Center for Tropical Agriculture,CO,Larissa Pineda López,2019,2019
271,"Castillo Román, Manuel José",2,,Universidad Bolivariana del Ecuador,EC,"Castillo Román, Manuel José ;; Manuel José Castillo Román",2025,2025
273,"González Arias, Johanna Mariuxi",2,,Bolivarian University of Venezuela,VE,"González Arias, Johanna Mariuxi ;; Johanna Mariuxi González Arias",2025,2025
274,"Giler Zambrano, Rosa Cristina",2,,Universidad Estatal de Bolívar,EC,"Giler Zambrano, Rosa Cristina ;; Rosa Cristina Giler Zambrano",2025,2025
184,John Alex Torres Yánez,2,,,,John Alex Torres Yánez,2025,2025
682,Jonathan Luis Gonzabay Muñoz,2,,,,Jonathan Luis Gonzabay Muñoz,2024,2025
685,Jaime Rodrigo Cadena  Morillo,2,,,,Jaime Rodrigo Cadena  Morillo ;; Jaime Rodrigo Cadena Morillo,2024,2024
687,Cristian Vicente Morocho Segarra,2,,,,Cristian Vicente Morocho Segarra,2024,2024
1296,Maely Ramírez Rodríguez,2,0000-0001-7604-0074,Universidad de Ciencias Médicas de Pinar del Río,CU,Maely Ramírez Rodríguez,2019,2019
668,Alyson Danniela Armendáriz Silva,2,,,,Alyson Danniela Armendáriz Silva,2024,2024
643,Emily Nicole Paredes Cisneros,2,,,,Emily Nicole Paredes Cisneros,2024,2025
645,Rita Azucena Díaz Vásquez,2,,,,Rita Azucena Díaz Vásquez,2024,2025
646,Andrés Roberto León Yacelga,2,,,,Andrés Roberto León Yacelga,2024,2025
22,Maico Alexander Almeida Almeida,2,,Universidad Estatal de Bolívar|University of Guayaquil,EC,Almeida Almeida Maico Alexander ;; Maico Alexander Almeida Almeida,2026,2026
794,Claudio Antonio Terán Vaca,2,,,,"Claudio Antonio Terán Vaca ;; Terán Vaca, Claudio Antonio",2023,2025
821,"Pico Pico, María Angélica",2,,,,"Pico Pico, María Angélica",2023,2023
655,Angela Jazmín Cortez Guerrero,2,,,,Angela Jazmín Cortez Guerrero,2024,2024
280,"Saa-Litardo, Erick Alfredo",2,,Bolivarian University of Venezuela|Universidad Andina Simón Bolívar|Universidad Estatal de Bolívar,EC|VE,"Erick Alfredo Saa  Litardo ;; Saa-Litardo, Erick Alfredo",2025,2025
1298,María de la Caridad Casanova Moreno,2,,Universidad de Ciencias Medicas|Universidad de Ciencias Médicas de Pinar del Río,CR,María de la Caridad Casanova Moreno,2019,2019
287,Estefanía Alexandra Chávez Mestanza,2,,,,Estefanía Alexandra Chávez Mestanza,2025,2025
259,Kimberly Nathaly Guerrero Caiza,2,,,,Kimberly Nathaly Guerrero Caiza,2025,2025
260,Joseph Alejandro Proaño Freire,2,,,,Joseph Alejandro Proaño Freire,2025,2025
261,Vinicio Sebastián Ribadeneira Ramírez,2,,,,Vinicio Sebastián Ribadeneira Ramírez,2025,2025
1256,"Sánchez, María Patricia Marcillo",2,,,,"Sánchez, María Patricia Marcillo",2019,2020
631,Cesar Elías Paucar Paucar,2,,,,Cesar Elías Paucar Paucar ;; César Elias Paucar Paucar,2024,2024
632,Cinthia Mariela Cajas Parraga,2,,,,Cinthia Mariela Cajas  Párraga ;; Cinthia Mariela Cajas Parraga,2024,2024
796,Luis Javier Molina Chalacán,2,,,,"Luis Javier Molina Chalacán ;; Molina Chalacán, Luis Javier",2023,2025
1258,Lugio David Roman Barrezueta,2,,,,Lugio David Roman Barrezueta,2019,2020
819,Emilia José Yancha Urrutia,2,,,,"Emilia José Yancha Urrutia ;; Yancha Urrutia, Emilia José",2023,2025
849,Merly Claribel Morán Giler,2,,,,Merly Claribel Morán Giler,2023,2023
1259,"Ortiz, Xavier Garaicoa",2,,,,"Ortiz, Xavier Garaicoa",2019,2021
639,Christian Emmanuel Bohórquez Rizzo,2,,,,Christian Emmanuel Bohórquez Rizzo,2024,2025
640,Daybelis Fernanda Olaya Ponce,2,,,,Daybelis  Fernanda Olaya Ponce ;; Daybelis Fernanda Olaya Ponce,2024,2025
1240,Johanna Irene Escobar Jara,2,0000-0002-9053-8060,,,"Jara, Johanna Irene Escobar ;; Johanna Irene Escobar Jara",2020,2022
276,Glen Freddy Robayo Cabrera,2,,"""Hadji Dimitar"" Hospital|Universidad Bolivariana del Ecuador",BG,Glen Freddy Robayo Cabrera,2025,2026
843,Jorge Gabriel Del Pozo Carrasco,2,,,,Jorge Gabriel Del Pozo Carrasco,2023,2023
775,Oscar Gonzalo Jácome Merino,2,,,,"Jácome Merino, Óscar Gonzalo ;; Oscar Gonzalo Jácome Merino",2023,2025
1299,Esther Izquierdo Machín,2,0000-0002-7889-1814,Universidad de Ciencias Médicas de la Habana,CU,Esther Izquierdo Machín,2019,2019
622,Silvia Vanessa Calva Rojas,2,,,,Silvia Vanessa Calva Rojas,2024,2024
625,Cristoval Fernando Rey Suquilanda,2,,,,Cristoval Fernando Rey Suquilanda,2024,2024
830,Leonso Dagoberto Torres Torres,2,0000-0001-6197-3496,,,Leonso Dagoberto Torres Torres,2023,2024
599,Eugenia Julissa Menza Ortega,2,,,,Eugenia Julissa Menza Ortega,2024,2024
600,Adriana Analy Erazo Yar,2,,,,Adriana Analy Erazo Yar,2024,2024
842,Richard Stalyn Collaguazo Pupiales,2,,,,Richard Stalyn Collaguazo Pupiales,2023,2025
838,Johanna Valentina Acosta Rosero,2,,,,Johana Valentina Acosta Rosero ;; Johanna Valentina Acosta Rosero,2023,2024
